Mat ID,Unit Price,Manuf name,Organization,Inventory Quantity,Inventory CapEx,Open Quantity,Open Quantity Value,Backorder Quantity,Median Leadtime,Predicted Capex,Inventory Exhaust Date,Safety Stock,Stock Level Flag,Reorder Point,Quantity to order,Reorder Date,Recommendation
GM32159547,7070.16,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD",Approach (UK) Limited,1278,230142.91,7466,3621511.62,191,275,605029.5,15-04-2030,497,Understock,1876,794,01-01-2025,Push PO to 10-26-2024
GM32159548,7848.39,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD",Boco Trust,196,1927512.97,5826,553345.38,404,163,146847.97,26-03-2025,193,Overstock,1008,412,03-10-2025,Push PO to 10-09-2024
GM32159549,8227.89,MAXTRAC,Autohaus G.V.O. GmbH,2278,1940685.96,4871,6620840.53,366,319,426298.39,04-06-2031,48,Understock,1689,1207,10-02-2025,Pull PO to 09-04-2024 & Place PO
GM32159550,8552.2,BBR Automotive,Boco Trust,993,611415.59,6538,1428147.33,310,161,702092.2,02-10-2031,157,Overstock,1335,182,25-08-2025,Expedite PO & Place PO
GM32159551,4090.68,BREMBO,"Argonaut Holdings, Inc.",4381,2209054.8,5868,2153520.75,140,316,649141.19,17-11-2025,303,Understock,26,461,13-03-2025,Push PO to 11-17-2024
GM32159552,5824.97,MEHA AUTOMOTIVE,Autohaus G.V.O. GmbH,4356,3311103.25,5816,4721074.39,143,122,539040.72,07-10-2028,546,Understock,1257,652,03-09-2025,Push PO to 11-11-2024
GM32159553,8582.09,SW HITECH,Garrett,3172,72269.29,8859,4675510.15,196,121,169262.8,30-11-2031,507,Understock,905,1483,28-01-2024,Push PO to 09-30-2024
GM32159554,23019.56,AUTO-SPEED PARTS,"Argonaut Holdings, Inc.",5623,2746810.57,10657,3461592.19,384,146,137974.88,09-02-2024,740,Overstock,661,977,30-01-2025,Push PO to 11-15-2024
GM32159555,19281.57,BBR Automotive,STANLEY,1174,2804132.34,7734,7176132.29,246,125,654510.85,17-12-2031,232,Overstock,476,904,20-12-2025,Push PO to 11-13-2024
GM32159556,22393.32,BREDA LORETT,Buttonpaper Limited,5725,999619.16,10123,1074878.63,337,193,470103.92,09-02-2024,639,Understock,455,335,01-11-2024,Pull PO to 10-03-2024 & Place PO
GM32159557,23464.12,"NINGBO JIFENG AUTO PARTS CO.,LTD.","Argonaut Holdings, Inc.",3656,2488937.86,2005,684490.63,172,110,430905.67,21-10-2032,427,Overstock,1875,1463,08-07-2024,Push PO to 11-23-2024
GM32159558,6246.54,BREDA LORETT,Boco Trust,5193,1291431.77,6391,2515671.15,150,221,244767.1,14-12-2029,513,Optimal,428,315,06-08-2024,
GM32159559,19981.28,Lucas-TVS Limited,"Athens Chevrolet, Inc.",3778,1369082.87,6789,3787622.75,403,58,404301.6,15-05-2031,301,Understock,298,97,05-01-2025,Pull PO to 09-01-2024
GM32159560,24161.44,WULING MOTORS HLDGS LTD,Chevrolet Austria GmbH,1855,208599.33,4423,2279650.97,382,187,76419.87,19-03-2026,309,Overstock,1757,305,22-03-2024,Pull PO to 09-01-2024
GM32159561,13512.05,BorgWarner (AWD),STANLEY,1545,2260220.58,10179,1723183.54,134,250,25151.51,22-05-2031,586,Overstock,926,518,17-08-2024,Expedite PO & Place PO
GM32159562,17636.79,BorgWarner (AWD),Autohaus G.V.O. GmbH,1820,665681.58,7538,5643167.68,118,231,28624.33,20-12-2025,436,Optimal,30,817,05-09-2024,Push PO to 10-02-2024
GM32159563,26709.46,MEHA AUTOMOTIVE,Autohaus G.V.O. GmbH,4982,514624.04,710,5323075.69,252,144,238830.43,01-09-2029,481,Optimal,2006,17,12-02-2024,Pull PO to 09-30-2024 & Place PO
GM32159564,26726.16,MEHA AUTOMOTIVE,Buttonpaper Limited,1859,3338010.7,7429,1894871.37,146,43,77209.8,04-04-2032,452,Understock,2597,526,23-02-2025,Push PO to 01-21-2025
GM32159565,19237.51,Delphi-TVS Diesel Systems Limited,Boco Trust,2244,3325015.03,6811,7277221.72,334,130,686526.84,24-03-2027,375,Understock,1750,693,19-10-2024,Push PO to 10-28-2024
GM32159566,15725.35,MEHA AUTOMOTIVE,Buttonpaper Limited,1100,2960319.43,1608,2405840.48,99,103,228561.83,23-07-2029,120,Optimal,2163,178,11-05-2025,Push PO to 10-20-2024
GM32159567,3914.3,HYUNDAI ELECTRIC,Chevrolet Austria GmbH,4489,2511184.87,5385,4633647.98,275,105,409229.91,23-07-2032,339,Optimal,1219,156,16-10-2025,Push PO to 10-02-2024
GM32159568,14609.16,Firestone TVS Private Limited,Buttonpaper Limited,4379,2585565.34,8691,7961411.43,130,205,124706.87,01-09-2029,84,Overstock,589,1026,12-02-2024,
GM32159569,5403.02,ALKAR,Approach (UK) Limited,3630,116486.46,2162,605319.09,179,208,360391.31,08-03-2028,501,Overstock,760,361,30-05-2025,Pull PO to 09-10-2024
GM32159570,15511.72,BBR Automotive,Approach (UK) Limited,3746,324807.81,4926,4835548.46,332,167,278599.13,17-05-2029,396,Understock,2091,155,02-01-2025,Push PO to 11-25-2024
GM32159571,19401.34,AMC Filter,Chevrolet France,3865,2956901.42,737,60351.46,407,20,522587.68,15-04-2024,634,Overstock,1805,912,08-04-2025,Push PO to 11-11-2024
GM32159572,14412.45,WULING MOTORS HLDGS LTD,Autohaus G.V.O. GmbH,2884,3065290.61,8857,5056179.73,170,286,269711.14,25-06-2024,329,Overstock,2097,913,02-11-2024,Push PO to 10-31-2024
GM32159573,24997.15,ASYSUM,Chevrolet Austria GmbH,5364,1646599.73,2563,2638644.03,139,133,242105.85,13-09-2028,576,Optimal,177,1082,03-08-2024,Pull PO to 09-04-2024 & Place PO
GM32159574,6376.18,India Nippon Electricals Limited,Garrett,2743,3416591.38,3462,10848.57,63,147,118013.04,06-09-2025,247,Optimal,431,334,18-12-2025,Push PO to 09-27-2024
GM32159575,25197.27,AMC Filter,"Argonaut Holdings, Inc.",5426,1892517.29,92,171119.98,281,288,285659.44,08-07-2027,618,Overstock,516,167,09-05-2024,Place PO
GM32159576,9649.45,ZHEJIANG WANFENG,"Argonaut Holdings, Inc.",1450,3083105.72,6552,5906449.57,191,171,11863.21,04-01-2032,30,Overstock,1776,263,27-01-2025,Expedite PO & Pull PO
GM32159577,5248.14,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD","Athens Chevrolet, Inc.",1279,1671099.54,9141,3163863.14,356,222,514879.26,14-06-2027,626,Overstock,1245,218,13-02-2024,Push PO to 10-25-2024
GM32159578,11080.08,HERTH+BUSS JAKOPARTS,Chevrolet Europe GmbH,3596,337713.42,1410,1706170.76,155,255,375362.18,22-10-2031,374,Optimal,1157,201,02-07-2024,Pull PO to 10-02-2024 & Place PO
GM32159579,18806.0,India Nippon Electricals Limited,Boco Trust,843,1455782.96,3717,6101681.87,78,179,480556.41,22-07-2025,422,Overstock,1851,980,24-11-2024,Place PO
GM32159580,3912.97,Delphi-TVS Diesel Systems Limited,Buttonpaper Limited,2430,2312251.89,6813,5078640.0,285,300,579494.93,05-07-2031,311,Overstock,382,131,07-08-2025,Push PO to 11-25-2024
GM32159581,12431.53,MICHELIN Wipers,Chevrolet France,1005,1111345.29,10257,6610514.11,168,269,322509.43,11-03-2025,169,Optimal,897,854,19-03-2025,Push PO to 01-03-2025
GM32159582,16137.99,WULING MOTORS HLDGS LTD,Autohaus G.V.O. GmbH,1549,1359516.07,4442,4832667.93,324,312,22530.32,14-11-2031,662,Optimal,926,1117,26-04-2024,Push PO to 11-17-2024
GM32159583,18318.88,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD",Chevrolet Europe GmbH,4789,1453756.16,8352,7361624.51,222,123,528960.16,20-06-2032,408,Understock,465,1300,03-05-2024,Push PO to 12-01-2024
GM32159584,25478.91,MEHA AUTOMOTIVE,Chevrolet Europe GmbH,4771,3396191.55,8426,617017.38,342,104,52611.69,25-09-2032,1076,Optimal,2517,725,05-09-2024,Pull PO to 09-10-2024
GM32159585,3586.68,BorgWarner (AWD),Baker (Crewe) Limited,5032,371935.09,1220,7575072.89,98,142,256635.81,05-07-2031,483,Optimal,1528,1340,07-08-2025,Push PO to 11-11-2024
GM32159586,26676.12,ASYSUM,Approach (UK) Limited,2346,1296798.0,9135,92440.67,303,262,254163.8,25-04-2031,791,Overstock,1446,831,14-10-2025,Push PO to 10-26-2024
GM32159587,18674.58,BERAL,Chevrolet Austria GmbH,5022,2084207.86,2334,1065693.9,70,334,597534.91,05-07-2031,185,Optimal,1833,810,07-08-2025,Push PO to 10-25-2024
GM32159588,104.4,AMPRO,"Britain Chevrolet, Inc.",4140,2703656.76,6578,6595842.51,396,152,409078.79,23-09-2030,34,Optimal,656,974,04-01-2025,Push PO to 01-21-2025
GM32159589,3992.22,AMC Filter,Buttonpaper Limited,5985,2400629.03,7260,7344542.37,61,120,255893.32,01-09-2029,619,Overstock,2139,1343,12-02-2024,Pull PO to 09-18-2024 & Place PO
GM32159590,4281.79,BREDA LORETT,Boco Trust,4367,287299.83,1352,6370596.86,225,202,23757.35,28-04-2024,193,Overstock,2012,1086,07-08-2024,Push PO to 11-17-2024
GM32159591,25883.32,MONROE,"Athens Chevrolet, Inc.",1007,167858.73,2160,1880579.04,226,277,563902.13,05-07-2031,257,Overstock,1884,1031,07-08-2025,Push PO to 09-29-2024
GM32159592,5326.4,ASYSUM,Buttonpaper Limited,4059,3443471.62,2364,3720826.72,26,100,651065.76,14-01-2025,643,Optimal,1638,187,10-01-2025,Pull PO to 09-01-2024 & Place PO
GM32159593,23084.36,BBR Automotive,Chevrolet France,5090,2338942.12,10604,689731.52,35,109,173686.11,26-07-2029,331,Understock,2533,1291,26-06-2024,Pull PO to 09-30-2024 & Place PO
GM32159594,20425.29,HYUNDAI ELECTRIC,Boco Trust,558,2410638.49,8948,3230047.75,33,278,670794.19,15-05-2031,596,Overstock,1579,931,05-01-2025,Push PO to 10-20-2024
GM32159595,12221.44,ZHEJIANG WANFENG,Buttonpaper Limited,3483,2915957.34,9440,3143415.75,38,270,150721.04,25-03-2028,286,Optimal,1636,64,12-12-2024,Expedite PO & Pull PO
GM32159596,26143.75,ASYSUM,Boco Trust,2517,1991142.27,6040,7698359.73,319,154,586737.21,18-11-2024,244,Understock,1696,617,29-12-2024,Pull PO to 09-01-2024 & Place PO
GM32159597,17962.24,BREMBO,"Britain Chevrolet, Inc.",2330,695256.55,4634,7818858.05,367,191,382752.97,04-06-2031,599,Understock,1516,489,10-02-2025,Push PO to 09-29-2024
GM32159598,24004.65,METZGER,Approach (UK) Limited,1994,38559.12,7594,7709565.51,93,266,524800.18,19-07-2024,596,Overstock,578,1236,18-02-2025,Push PO to 10-27-2024
GM32159599,23806.61,HERTH+BUSS JAKOPARTS,Chevrolet Austria GmbH,4487,3373380.1,9815,1628687.67,115,148,522825.93,17-09-2032,80,Understock,1916,926,18-06-2025,Pull PO to 09-30-2024 & Place PO
GM32159600,4719.78,BBR Automotive,Buttonpaper Limited,1206,3233263.42,9505,2994075.66,77,186,449840.52,28-04-2024,77,Understock,510,137,07-08-2024,Push PO to 11-23-2024
GM32159601,18234.77,BREDA LORETT,Chevrolet France,4827,2244704.11,651,6517003.56,218,308,372302.51,27-05-2032,129,Optimal,807,546,30-06-2024,Push PO to 10-20-2024
GM32159602,2.37,SW HITECH,Garrett,3050,647892.49,3751,3954049.33,275,116,368522.77,03-03-2026,627,Overstock,873,1426,28-03-2024,Push PO to 10-13-2024
GM32159603,19206.04,Firestone TVS Private Limited,Chevrolet Austria GmbH,1547,240889.94,2568,1641584.48,232,252,401122.33,26-06-2025,241,Understock,2712,717,22-08-2024,Push PO to 11-15-2024
GM32159604,11494.33,BBR Automotive,Approach (UK) Limited,4604,3320534.52,4836,7506144.29,103,97,702381.24,29-09-2025,281,Overstock,1133,375,18-12-2024,Push PO to 11-23-2024
GM32159605,13136.96,BREMBO,Autohaus G.V.O. GmbH,4874,1143551.24,6262,2850254.38,255,110,243229.26,16-06-2031,380,Overstock,204,617,20-10-2024,Push PO to 11-11-2024
GM32159606,17715.86,WEIFU HIGH-TECH,Garrett,948,242229.75,2005,23108.92,201,159,9599.02,28-08-2026,59,Understock,1743,498,07-03-2024,Push PO to 11-02-2024
GM32159607,18202.27,MAXTRAC,STANLEY,3865,1364516.59,2084,394912.42,9,169,154703.21,05-03-2025,181,Overstock,692,387,07-04-2025,Push PO to 10-04-2024
GM32159608,17604.85,ALKAR,Garrett,4053,1827558.37,235,5251427.69,396,209,272564.6,16-04-2032,258,Understock,2255,880,24-05-2025,Pull PO to 09-18-2024 & Place PO
GM32159609,21773.41,MEHA AUTOMOTIVE,"Argonaut Holdings, Inc.",2573,1048140.16,1059,8017413.19,312,178,527379.43,13-05-2029,420,Understock,1902,450,04-10-2025,Push PO to 10-30-2024
GM32159610,25114.64,BREMBO,"Britain Chevrolet, Inc.",5063,243171.25,1321,6750375.89,134,113,299948.17,29-07-2027,324,Overstock,992,957,22-06-2024,Push PO to 10-04-2024
GM32159611,2798.34,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD",Buttonpaper Limited,4553,2544292.15,7500,6024975.74,269,213,115401.22,23-03-2024,255,Overstock,2722,996,19-01-2024,Pull PO to 09-09-2024 & Place PO
GM32159612,9005.93,Firestone TVS Private Limited,"Britain Chevrolet, Inc.",3494,303748.44,2481,2848827.25,201,189,435858.14,22-12-2025,166,Understock,1901,598,23-06-2025,Push PO to 11-25-2024
GM32159613,8861.96,MITSUBA CORP,"Britain Chevrolet, Inc.",3752,2370715.83,11594,5902621.86,248,175,176820.85,05-06-2024,287,Understock,376,1367,08-12-2025,Push PO to 09-27-2024
GM32159614,4094.84,MAXTRAC,Baker (Crewe) Limited,1106,1867234.56,8659,99152.07,233,274,402734.39,23-09-2030,352,Understock,757,39,04-01-2025,Pull PO to 09-20-2024
GM32159615,10776.87,METZGER,Buttonpaper Limited,1327,767868.14,5053,6318859.71,15,249,221445.65,05-02-2032,263,Overstock,735,117,05-06-2025,Push PO to 09-26-2024
GM32159616,10592.55,TOPRE CORPORATION,Baker (Crewe) Limited,4334,1650495.57,10428,148383.91,314,148,58953.92,03-02-2031,509,Optimal,1998,251,25-08-2025,Expedite PO & Place PO
GM32159617,21984.9,MEHA AUTOMOTIVE,Garrett,2566,2213148.77,382,6899673.45,272,167,407457.01,20-04-2029,669,Overstock,1737,672,15-08-2024,Push PO to 12-20-2024
GM32159618,4998.3,WULING MOTORS HLDGS LTD,Baker (Crewe) Limited,5997,3242130.68,9417,3458811.06,177,225,18735.98,09-02-2032,328,Overstock,1084,1407,18-10-2025,Push PO to 10-13-2024
GM32159619,20779.33,MTS,Chevrolet Europe GmbH,5618,3027269.85,10554,4880367.02,354,270,48378.18,25-07-2030,431,Understock,231,1390,18-01-2024,Push PO to 12-01-2024
GM32159620,17876.3,WEIFU HIGH-TECH,Chevrolet Austria GmbH,1422,1843822.95,9692,6490624.01,324,305,236214.16,22-02-2031,573,Overstock,1954,230,27-06-2024,Push PO to 10-31-2024
GM32159621,3902.39,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD",STANLEY,2181,2104386.13,1859,401283.38,383,105,572484.76,20-06-2029,584,Overstock,760,1442,16-02-2024,Push PO to 10-15-2024
GM32159622,711.59,AMPRO,Buttonpaper Limited,3817,1911249.78,8226,499315.67,286,271,681610.87,09-02-2024,725,Understock,1071,318,30-01-2025,Push PO to 10-02-2024
GM32159623,7076.56,METZGER,Chevrolet France,242,853584.21,2193,792454.58,7,195,387646.6,26-08-2028,467,Optimal,532,938,22-11-2025,Push PO to 11-02-2024
GM32159624,1272.89,BREMBO,"Athens Chevrolet, Inc.",3132,1594524.45,244,1857604.25,338,173,130500.44,22-02-2028,549,Understock,1353,1041,12-07-2024,Pull PO to 09-20-2024
GM32159625,22003.53,BREDA LORETT,Autohaus G.V.O. GmbH,4607,2359645.73,2342,771559.73,216,275,160796.67,25-07-2030,617,Optimal,1418,1450,18-01-2024,Push PO to 11-17-2024
GM32159626,25301.3,HYUNDAI ELECTRIC,Baker (Crewe) Limited,5123,248188.78,7066,7365317.48,250,210,329561.06,14-06-2027,396,Optimal,43,1443,13-02-2024,Push PO to 10-01-2024
GM32159627,24903.91,MEHA AUTOMOTIVE,Boco Trust,4656,2580067.8,7093,1383680.34,180,60,185224.7,23-11-2028,248,Overstock,729,154,24-04-2024,Push PO to 10-04-2024
GM32159628,6387.99,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD",Garrett,4978,3469347.63,4788,4127321.77,355,303,691351.65,26-10-2031,753,Understock,1144,1113,20-05-2024,Push PO to 10-11-2024
GM32159629,26926.52,Lucas-TVS Limited,"Athens Chevrolet, Inc.",2807,896309.82,227,2240029.64,300,70,164879.22,10-11-2027,41,Overstock,2237,1341,15-05-2024,Push PO to 01-03-2025
GM32159630,14433.94,Lucas-TVS Limited,Chevrolet France,3516,2910236.29,8851,1677424.82,80,63,552754.77,26-10-2027,581,Optimal,331,885,15-04-2024,Push PO to 09-25-2024
GM32159631,3966.47,AMC Filter,Approach (UK) Limited,4120,312512.26,4493,2568275.23,17,250,535599.68,14-11-2031,245,Understock,2198,110,26-04-2024,Push PO to 10-28-2024
GM32159632,3579.65,Lucas-TVS Limited,Baker (Crewe) Limited,5683,2575234.91,10388,1347275.15,393,266,3433.39,17-08-2026,289,Optimal,1319,1481,07-08-2024,Push PO to 11-17-2024
GM32159633,22424.31,AMPRO,Garrett,1707,121272.9,10515,4349551.85,62,78,682196.34,27-07-2029,104,Understock,953,998,20-04-2024,Pull PO to 09-01-2024 & Place PO
GM32159634,6903.48,BorgWarner (AWD),"Britain Chevrolet, Inc.",2214,2455178.59,2978,3272660.41,73,308,475263.85,28-08-2030,132,Optimal,1574,538,20-01-2024,Pull PO to 09-09-2024 & Place PO
GM32159635,12696.19,BBR Automotive,Chevrolet France,3384,2754379.47,3850,2386557.39,9,283,494680.68,01-09-2029,695,Understock,2074,1164,12-02-2024,Push PO to 10-04-2024
GM32159636,14305.5,BERAL,Autohaus G.V.O. GmbH,554,1299985.1,2237,4809951.25,41,160,636910.32,17-12-2025,399,Overstock,1177,96,07-01-2025,Pull PO to 09-20-2024
GM32159637,12714.5,MONROE,Garrett,2199,2101653.99,4170,3242890.99,275,138,524082.93,18-01-2029,142,Understock,702,727,23-06-2025,Push PO to 10-28-2024
GM32159638,16699.94,HERTH+BUSS JAKOPARTS,Approach (UK) Limited,4773,727659.11,9911,2403048.98,156,143,692799.6,11-03-2025,497,Understock,1411,109,19-03-2025,Push PO to 11-15-2024
GM32159639,2309.35,BREMBO,Chevrolet Europe GmbH,6036,859684.58,9208,1861661.27,400,300,279062.54,29-07-2027,707,Overstock,1543,1012,22-06-2024,Push PO to 10-25-2024
GM32159640,19614.95,WEIFU HIGH-TECH,Chevrolet Europe GmbH,5978,308817.0,7549,32964.63,171,273,24995.51,15-04-2030,547,Optimal,395,677,01-01-2025,Pull PO to 09-18-2024 & Place PO
GM32159641,10238.42,Firestone TVS Private Limited,"Britain Chevrolet, Inc.",1964,774602.22,7103,428651.37,334,161,418988.53,30-12-2024,376,Overstock,1702,256,15-12-2025,
GM32159642,12481.09,TOPRE CORPORATION,"Argonaut Holdings, Inc.",1967,3328434.4,7889,5102436.41,81,240,323997.61,15-07-2028,694,Optimal,1868,535,08-05-2024,Push PO to 10-27-2024
GM32159643,4781.49,BBR Automotive,Boco Trust,525,505399.91,4933,3877263.11,392,320,350618.64,08-07-2027,416,Understock,2228,1168,09-05-2024,Pull PO to 09-01-2024 & Place PO
GM32159644,11340.15,MONROE,Garrett,3661,2142001.92,2123,5701375.61,408,126,373984.73,31-07-2031,595,Overstock,902,697,24-02-2024,Pull PO to 09-01-2024 & Place PO
GM32159645,4143.39,Brake ENGINEERING,Approach (UK) Limited,2616,1293913.41,7961,4491188.44,267,216,84328.54,26-10-2027,520,Overstock,1892,818,15-04-2024,Push PO to 01-03-2025
GM32159646,12112.27,AMPRO,Baker (Crewe) Limited,2510,1524131.71,4801,7426428.38,386,235,612214.74,19-01-2028,81,Overstock,646,1462,28-03-2024,Push PO to 01-21-2025
GM32159647,3973.25,SW HITECH,Chevrolet Austria GmbH,298,3193815.64,9376,3530389.99,30,263,578146.81,08-11-2032,484,Optimal,748,174,20-11-2024,Push PO to 10-27-2024
GM32159648,14769.52,AMPRO,Baker (Crewe) Limited,4217,2431338.37,9251,6345250.14,77,188,126720.06,23-09-2030,311,Optimal,1041,1325,04-01-2025,Place PO
GM32159649,12514.8,MONROE,Approach (UK) Limited,3467,1524712.98,16183,5665199.76,154,225,128190.26,17-07-2029,924,Optimal,2019,720,11-08-2024,Pull PO to 10-03-2024 & Place PO
GM32159650,16271.82,Brake ENGINEERING,Baker (Crewe) Limited,2777,3256354.41,4301,490292.92,254,267,672954.18,03-09-2025,17,Understock,854,722,23-01-2024,Pull PO to 09-01-2024 & Place PO
GM32159651,23416.72,WEIFU HIGH-TECH,"Britain Chevrolet, Inc.",1217,3079770.43,7972,1436555.86,336,98,654482.16,16-06-2031,128,Optimal,2149,1463,20-10-2024,Push PO to 09-26-2024
GM32159652,12509.78,Lucas-TVS Limited,Garrett,1584,1635952.22,9674,5002275.33,97,184,342700.43,13-05-2029,475,Overstock,1523,916,04-10-2025,Push PO to 10-09-2024
GM32159653,16058.06,India Nippon Electricals Limited,Autohaus G.V.O. GmbH,4776,2622094.89,8792,2917280.69,282,298,336079.79,17-11-2025,648,Overstock,304,1499,13-03-2025,Push PO to 10-25-2024
GM32159654,2467.32,WULING MOTORS HLDGS LTD,"Athens Chevrolet, Inc.",2903,424402.22,192,3516390.3,338,213,399978.16,05-01-2026,172,Overstock,1020,1189,16-12-2024,Push PO to 01-03-2025
GM32159655,2550.18,SW HITECH,Buttonpaper Limited,5436,2471424.81,6129,6660156.38,208,131,611717.98,16-04-2032,601,Optimal,2080,703,24-05-2025,Push PO to 10-27-2024
GM32159656,5208.08,WEIFU HIGH-TECH,Chevrolet Europe GmbH,3847,1107708.91,3441,3062926.04,287,142,173891.39,15-05-2031,725,Optimal,1350,1221,05-01-2025,
GM32159657,4051.16,HYUNDAI ELECTRIC,"Athens Chevrolet, Inc.",1478,2818011.51,5792,7937003.16,290,144,506380.94,11-10-2027,23,Understock,2063,450,23-07-2024,Push PO to 10-20-2024
GM32159658,7122.36,MITSUBA CORP,"Athens Chevrolet, Inc.",9625,2570181.09,7139,374424.09,220,348,581031.55,04-06-2024,884,Overstock,1171,645,10-02-2025,Push PO to 11-25-2024
GM32159659,26261.77,BBR Automotive,Garrett,4013,1239327.95,8573,2841107.5,144,250,468430.09,17-02-2029,803,Overstock,1003,1317,05-06-2025,Push PO to 11-13-2024
GM32159660,20239.12,Firestone TVS Private Limited,"Argonaut Holdings, Inc.",2254,1725997.92,3449,2093693.02,394,155,242265.59,23-12-2027,452,Optimal,268,1044,10-04-2025,Push PO to 09-30-2024
GM32159661,10001.02,SW HITECH,STANLEY,3523,1743896.94,9153,6331912.38,237,266,5976.57,18-02-2026,662,Understock,3033,1971,07-09-2024,Push PO to 10-31-2024
GM32159662,3045.49,Lucas-TVS Limited,"Britain Chevrolet, Inc.",5258,431047.42,4838,4121401.3,304,134,665857.31,05-06-2025,213,Overstock,573,53,21-08-2024,Push PO to 10-11-2024
GM32159663,5367.93,MEHA AUTOMOTIVE,Boco Trust,6200,3462160.94,2985,5779986.97,45,285,555682.37,05-08-2026,701,Understock,110,1061,31-03-2025,Push PO to 10-12-2024
GM32159664,20036.39,HYUNDAI ELECTRIC,Boco Trust,1258,2104672.22,7757,101827.96,164,280,295572.25,17-01-2024,443,Overstock,1981,1437,03-05-2025,Push PO to 10-20-2024
GM32159665,11573.26,MONROE,Autohaus G.V.O. GmbH,3926,260685.46,7303,1450415.98,339,246,449422.3,17-05-2028,914,Overstock,3620,1520,18-10-2025,Push PO to 10-27-2024
GM32159666,23502.88,ASYSUM,Chevrolet Austria GmbH,5592,1998703.35,6691,250242.66,427,170,277461.96,21-08-2029,649,Overstock,2062,66,05-06-2024,Expedite PO & Place PO
GM32159667,10959.5,ALKAR,"Britain Chevrolet, Inc.",5259,1024502.02,4873,2281103.19,256,155,708235.51,06-06-2028,553,Optimal,1819,138,03-06-2024,Place PO
GM32159668,8026.05,F-TECH INC,Buttonpaper Limited,748,1443518.32,10685,1353211.52,255,89,189739.46,05-06-2024,432,Optimal,1716,1518,08-12-2025,Push PO to 11-02-2024
GM32159669,11636.11,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD",Autohaus G.V.O. GmbH,248,2490719.37,3197,3035436.65,68,165,281337.29,07-07-2026,315,Optimal,1952,1376,30-03-2024,Pull PO to 09-01-2024
GM32159670,3732.75,HYUNDAI ELECTRIC,Approach (UK) Limited,6094,2630388.0,2167,8050486.75,7,211,463825.56,17-12-2031,684,Optimal,1107,1492,20-12-2025,Push PO to 01-03-2025
GM32159671,24830.1,BorgWarner (AWD),Baker (Crewe) Limited,5066,2396807.96,9345,5628589.96,122,161,633082.95,22-12-2025,195,Overstock,438,943,23-06-2025,Push PO to 09-25-2024
GM32159672,18643.54,ALKAR,STANLEY,3104,1359107.29,9652,2597927.03,274,137,13108.37,17-02-2024,223,Optimal,1353,280,02-10-2025,Push PO to 11-13-2024
GM32159673,8073.94,ALKAR,"Argonaut Holdings, Inc.",1460,3474008.58,5052,6921176.08,382,163,684047.75,21-10-2032,287,Optimal,2084,889,08-07-2024,Push PO to 09-27-2024
GM32159674,14514.12,HYUNDAI ELECTRIC,Boco Trust,6578,1509829.25,12925,1161226.45,344,107,670244.99,20-09-2032,816,Overstock,2228,1412,27-11-2025,Push PO to 10-05-2024
GM32159675,21748.41,ALKAR,Chevrolet Austria GmbH,5708,3390804.67,3229,2909863.57,347,190,402501.09,08-11-2032,571,Understock,1024,1492,20-11-2024,Push PO to 10-13-2024
GM32159676,1071.29,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD","Athens Chevrolet, Inc.",7036,1369711.88,4257,6081159.36,210,178,631809.11,09-08-2029,507,Overstock,1802,1950,31-10-2025,Push PO to 01-21-2025
GM32159677,19691.56,India Nippon Electricals Limited,Boco Trust,2177,2842707.02,7353,1497158.68,102,102,190436.53,27-10-2032,37,Understock,942,675,10-07-2025,Push PO to 10-25-2024
GM32159678,16298.47,ASYSUM,Approach (UK) Limited,2924,72023.98,4053,1909413.67,372,76,73102.83,03-09-2025,611,Optimal,87,539,23-01-2024,Push PO to 10-11-2024
GM32159679,19185.85,SW HITECH,Garrett,2837,3068942.91,9825,5802811.48,288,343,699968.38,02-04-2032,205,Understock,1082,806,06-10-2024,Push PO to 10-25-2024
GM32159680,753.08,ZHEJIANG WANFENG,"Athens Chevrolet, Inc.",5637,234175.04,2586,4464628.48,140,178,611164.58,29-11-2028,432,Overstock,629,1116,13-06-2024,Pull PO to 09-30-2024 & Place PO
GM32159681,18084.86,ALKAR,STANLEY,683,963206.5,7906,1283541.11,388,116,198948.54,07-08-2031,603,Overstock,631,1336,27-01-2025,Push PO to 11-23-2024
GM32159682,25679.58,MONROE,Boco Trust,3385,797195.69,1519,7000053.89,122,328,678657.66,17-02-2024,580,Optimal,947,268,02-10-2025,Push PO to 10-28-2024
GM32159683,24385.24,MEHA AUTOMOTIVE,Boco Trust,3284,77933.84,6848,5409523.24,207,272,232964.59,01-09-2029,243,Understock,740,230,12-02-2024,Push PO to 11-08-2024
GM32159684,7631.5,F-TECH INC,Garrett,4329,2244517.23,8904,980609.21,111,122,513253.04,05-03-2025,51,Optimal,2163,1419,07-04-2025,Push PO to 11-23-2024
